cluster_id,real_identity_id,known_user_id,cluster_size,edge_count,identity_confidence_score,explainability
cluster_009172,rid_009172,ku_009172,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009173,rid_009173,ku_009173,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009174,rid_009174,ku_009174,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009175,rid_009175,ku_009175,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009176,rid_009176,ku_009176,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009177,rid_009177,ku_009177,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009178,rid_009178,ku_009178,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009179,rid_009179,ku_009179,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009180,rid_009180,ku_009180,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009181,rid_009181,ku_009181,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_009182,rid_009182,ku_009182,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009183,rid_009183,ku_009183,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009184,rid_009184,ku_009184,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009185,rid_009185,ku_009185,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009186,rid_009186,ku_009186,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009187,rid_009187,ku_009187,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009188,rid_009188,ku_009188,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009189,rid_009189,ku_009189,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009190,rid_009190,ku_009190,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009191,rid_009191,ku_009191,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009192,rid_009192,ku_009192,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009193,rid_009193,ku_009193,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009194,rid_009194,ku_009194,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009195,rid_009195,ku_009195,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009196,rid_009196,ku_009196,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009197,rid_009197,ku_009197,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009198,rid_009198,ku_009198,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009199,rid_009199,ku_009199,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009200,rid_009200,ku_009200,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009201,rid_009201,ku_009201,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009202,rid_009202,ku_009202,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009203,rid_009203,ku_009203,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_009204,rid_009204,ku_009204,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009205,rid_009205,ku_009205,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009206,rid_009206,ku_009206,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009207,rid_009207,ku_009207,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009208,rid_009208,ku_009208,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009209,rid_009209,ku_009209,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009210,rid_009210,ku_009210,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009211,rid_009211,ku_009211,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009212,rid_009212,ku_009212,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009213,rid_009213,ku_009213,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009214,rid_009214,ku_009214,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009215,rid_009215,ku_009215,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009216,rid_009216,ku_009216,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009217,rid_009217,ku_009217,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009218,rid_009218,ku_009218,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009219,rid_009219,ku_009219,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009220,rid_009220,ku_009220,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009221,rid_009221,ku_009221,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009222,rid_009222,ku_009222,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009223,rid_009223,ku_009223,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009224,rid_009224,ku_009224,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009225,rid_009225,ku_009225,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009226,rid_009226,ku_009226,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009227,rid_009227,ku_009227,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009228,rid_009228,ku_009228,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009229,rid_009229,ku_009229,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009230,rid_009230,ku_009230,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009231,rid_009231,ku_009231,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009232,rid_009232,ku_009232,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009233,rid_009233,ku_009233,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009234,rid_009234,ku_009234,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009235,rid_009235,ku_009235,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009236,rid_009236,ku_009236,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009237,rid_009237,ku_009237,4,2,90.4,cluster created from ground truth surfaces plus resolved identity edges
cluster_009238,rid_009238,ku_009238,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009239,rid_009239,ku_009239,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009240,rid_009240,ku_009240,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009241,rid_009241,ku_009241,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009242,rid_009242,ku_009242,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009243,rid_009243,ku_009243,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009244,rid_009244,ku_009244,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009245,rid_009245,ku_009245,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009246,rid_009246,ku_009246,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009247,rid_009247,ku_009247,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009248,rid_009248,ku_009248,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009249,rid_009249,ku_009249,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009250,rid_009250,ku_009250,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009251,rid_009251,ku_009251,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009252,rid_009252,ku_009252,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009253,rid_009253,ku_009253,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009254,rid_009254,ku_009254,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009255,rid_009255,ku_009255,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009256,rid_009256,ku_009256,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009257,rid_009257,ku_009257,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009258,rid_009258,ku_009258,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009259,rid_009259,ku_009259,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009260,rid_009260,ku_009260,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009261,rid_009261,ku_009261,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009262,rid_009262,ku_009262,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_009263,rid_009263,ku_009263,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009264,rid_009264,ku_009264,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009265,rid_009265,ku_009265,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009266,rid_009266,ku_009266,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009267,rid_009267,ku_009267,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009268,rid_009268,ku_009268,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009269,rid_009269,ku_009269,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009270,rid_009270,ku_009270,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009271,rid_009271,ku_009271,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009272,rid_009272,ku_009272,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009273,rid_009273,ku_009273,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009274,rid_009274,ku_009274,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_009275,rid_009275,ku_009275,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009276,rid_009276,ku_009276,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_009277,rid_009277,ku_009277,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
